Brand,Model,Year,Country,Condition,Engine_Size,Horsepower,Torque,Weight,Top_Speed,Acceleration_0_100,Fuel_Type,Drivetrain,Transmission,Fuel_Efficiency,CO2_Emissions,Price,Mileage,Popularity,Safety_Rating,Number_of_Owners,Market_Demand,Insurance_Cost,Production_Units,Log_Price,Log_Mileage,Modification
Nissan,Chiron,2016,USA,new,3.5,632,1201,1558,161,5.6,Petrol,FWD,Automatic,11.5,441,468795,210476,Medium,1,1,High,10501,5000,13.05792298478533,12.257131662476906,
Chevrolet,720S,2022,Asia,salvage,2.3,408,1670,2029,312,2.5,Diesel,FWD,CVT,7.5,122,71290,213479,Low,4,3,High,12914,1000,11.174525371226085,12.271298430447882,
Aston Martin,Corvette Z06,2007,USA,used,4.0,917,1407,2360,215,2.1,Diesel,RWD,Manual,8.8,117,238739,98671,Low,3,2,Low,3713,1000,12.38313037264903,11.499556497231273,GT
Bugatti,720S,2003,Europe,used,4.0,1136,1566,984,330,6.8,Electric,RWD,DCT,7.2,353,101626,208569,Medium,3,4,Low,11655,5000,11.529064526853261,12.24802999529068,RS
Aston Martin,Corvette Z06,2007,Asia,used,6.8,1081,1141,1925,242,4.1,Diesel,RWD,Manual,10.3,180,249868,132264,Low,2,3,Low,10141,1000,12.428692059508405,11.792562764838902,
Bugatti,DBS,2015,Asia,used,6.7,1462,1642,2360,364,4.0,Diesel,FWD,Automatic,8.2,281,368643,20652,High,3,2,Low,11488,5000,12.817586687685184,9.93561586628765,
Chevrolet,Chiron,1997,USA,used,6.7,406,410,1350,310,2.2,Petrol,AWD,DCT,8.5,235,417451,165082,High,2,2,Low,14828,200,12.941924846603603,12.014203656708418,RS
Ferrari,720S,2004,Asia,used,5.2,1229,288,2488,263,2.6,Electric,RWD,Automatic,9.4,206,242670,122273,High,1,3,Medium,11108,20000,12.399461895494133,11.714019707087466,Nismo
Nissan,720S,2014,Asia,new,3.7,427,1703,2364,167,6.7,Petrol,AWD,CVT,13.7,233,96819,123467,High,3,2,Low,11700,50,11.480608863493686,11.72373729216381,Sport
BMW,720S,1983,USA,new,4.2,562,1605,2145,253,5.5,Diesel,FWD,Manual,10.5,299,124299,196299,High,3,4,Medium,4170,20000,11.730453277498802,12.187399380264551,GT
BMW,Mustang GT,1993,Europe,used,3.6,1139,1751,1893,335,4.0,Electric,AWD,Manual,13.1,353,306034,122169,Medium,2,4,High,2353,5000,12.631454753478696,11.713168796398104,
Lamborghini,720S,2018,Europe,used,5.3,1265,675,1948,235,6.5,Electric,AWD,Automatic,13.5,395,413010,67150,Medium,3,4,Low,12333,5000,12.931229505971046,11.114699093873261,
Ford,Mustang GT,2005,USA,used,7.6,1225,472,1958,355,4.9,Electric,RWD,Manual,7.5,278,320441,136403,Low,4,2,Medium,13531,1000,12.677456571727625,11.82337634947471,Sport
Ferrari,M4 Competition,1987,Europe,used,3.4,446,1383,1568,242,5.7,Electric,AWD,Manual,12.8,146,83470,191625,Low,2,4,High,12704,100000,11.33225454512524,12.163300834686265,
BMW,DBS,2003,Europe,used,4.5,1174,402,1871,194,4.2,Electric,FWD,Automatic,11.5,322,128116,195320,High,1,1,Low,5018,200,11.760699187901022,12.18239963796589,GT
Aston Martin,M4 Competition,1995,Europe,new,5.8,1341,1592,1242,292,4.2,Electric,RWD,DCT,10.1,214,87172,98541,High,3,1,Low,1414,1000,11.375649928923345,11.49823813221835,
Ford,GT-R,1999,Asia,new,7.0,250,1725,1887,292,2.3,Petrol,AWD,CVT,5.9,425,168394,196477,High,1,1,High,9595,200,12.034067689138169,12.188305744736011,Supercharged
Ferrari,M4 Competition,1994,Asia,used,3.2,1495,1209,2289,194,5.7,Petrol,AWD,DCT,10.7,295,443113,52825,Low,1,2,Low,10992,5000,13.00158235226507,10.874758772735746,
McLaren,911 Turbo S,1986,Asia,restored,3.4,782,1470,2259,345,2.5,Diesel,AWD,DCT,6.6,348,356795,19344,Medium,4,3,High,3211,20000,12.784919468862817,9.870189267134613,
McLaren,Corvette Z06,1996,Europe,used,7.3,433,575,2356,249,5.8,Electric,AWD,CVT,13.2,325,298348,224969,High,2,3,Low,5480,1000,12.606019221176552,12.323722338963544,Supercharged
Ford,911 Turbo S,2001,Asia,used,2.1,1065,1078,1851,346,3.0,Electric,RWD,Automatic,14.3,382,171576,50492,Low,2,1,High,4319,20000,12.05278742441879,10.829589991794276,
Bugatti,488 GTB,2001,Europe,used,5.5,850,1124,1356,344,3.2,Petrol,RWD,Automatic,9.8,153,304530,39543,Low,3,2,Medium,4843,20000,12.626528167189923,10.585169254986795,
Bugatti,M4 Competition,1991,USA,used,7.1,625,596,1798,353,6.6,Diesel,RWD,CVT,9.4,241,281150,137226,Low,1,1,Medium,12803,100000,12.546647170534225,11.829391767915634,
Aston Martin,Chiron,1997,Europe,new,7.5,314,404,2402,211,4.4,Diesel,FWD,Manual,9.9,332,381939,158096,Low,2,1,High,10112,100000,12.853018807189404,11.970964047685461,
Ferrari,Huracan,1994,Asia,used,1.7,1017,150,1297,233,2.6,Electric,FWD,DCT,5.7,249,303854,178378,High,3,4,High,13925,20000,12.624305892916016,12.091665779194841,
Ferrari,M4 Competition,2016,Europe,new,4.0,937,567,1798,321,6.5,Diesel,RWD,Manual,7.4,296,488369,233987,Medium,4,2,Medium,9708,20000,13.098828594270666,12.363025110973586,GT
Ford,DBS,1995,Asia,new,3.2,461,333,1242,169,4.3,Diesel,RWD,Automatic,14.4,155,208583,74584,High,1,1,Medium,5009,20000,12.248097116785406,11.21969469358803,
Porsche,M4 Competition,1984,Asia,new,5.2,842,1723,2203,316,2.7,Electric,FWD,DCT,8.5,309,349046,3811,High,4,4,Medium,1664,1000,12.762961862604413,8.245909264774092,
McLaren,Mustang GT,1981,USA,new,5.7,705,1168,2275,188,4.0,Electric,AWD,Automatic,10.9,415,43618,186548,Low,3,2,Medium,10440,100000,10.68324811422919,12.13644921814177,
Ferrari,488 GTB,2007,USA,new,8.0,479,1516,1712,278,4.9,Electric,RWD,CVT,11.5,150,384222,170414,Low,1,1,Low,9030,5000,12.858978392178603,12.045991917672115,Sport
Ford,720S,2020,Asia,new,4.9,967,516,2120,257,3.8,Petrol,RWD,CVT,13.8,227,33322,115422,Low,4,3,Medium,10894,20000,10.414003128242186,11.656358919956281,
Chevrolet,488 GTB,2006,Europe,new,5.1,449,456,2148,216,6.6,Electric,AWD,Manual,7.4,356,407482,212525,Low,1,1,Medium,13209,5000,12.917754493001432,12.266819612803275,
Lamborghini,488 GTB,2010,USA,salvage,4.3,666,1055,1839,196,3.3,Diesel,FWD,Manual,13.9,111,213700,119196,Low,3,3,Low,991,100000,12.272333120753473,11.688532865511437,
Chevrolet,Corvette Z06,2020,USA,new,2.5,541,1087,946,350,2.9,Petrol,FWD,Automatic,8.9,123,224939,23070,High,1,4,Low,8729,5000,12.323588978958012,10.046331696565607,
Nissan,Huracan,2015,Asia,used,3.5,1035,974,2108,267,3.1,Diesel,RWD,Automatic,14.2,225,346112,158024,High,4,1,Low,11942,20000,12.754520590316464,11.970508527340499,RS
Aston Martin,488 GTB,2022,Europe,used,3.2,1309,1022,1814,203,2.4,Petrol,AWD,CVT,9.1,430,117691,14895,Medium,2,4,Medium,3722,1000,11.675826321524578,9.608847999516849,
Ferrari,Corvette Z06,1980,USA,new,6.7,662,791,1061,297,4.3,Electric,FWD,DCT,6.0,270,455461,240576,High,3,4,High,13443,20000,13.029067567394204,12.39079548360582,RS
Nissan,720S,2008,USA,new,5.1,631,1423,1194,399,6.4,Diesel,AWD,CVT,5.5,204,290841,59522,Low,1,1,Medium,5665,1000,12.580535443373549,10.99411807146258,Supercharged
BMW,911 Turbo S,1980,Europe,new,3.5,1307,888,991,286,3.5,Petrol,AWD,Automatic,14.7,320,348517,83715,Medium,1,4,High,14539,20000,12.761445157777167,11.335185397109868,
Nissan,720S,1987,USA,used,4.7,1043,742,2091,244,3.3,Diesel,RWD,CVT,6.2,156,70091,158994,High,1,3,Low,3058,5000,11.15756394382831,11.976628034167035,
Ford,Chiron,1995,Europe,new,3.0,1221,678,2181,387,6.2,Electric,AWD,Manual,10.4,248,286452,67496,Low,1,1,Low,9631,5000,12.565329752813824,11.119838431428493,
Ferrari,488 GTB,2007,Asia,new,2.8,1194,667,1649,177,3.5,Petrol,AWD,Manual,10.3,139,20558,98965,High,1,2,Low,6757,20000,9.931054080253933,11.502531635786212,GT
Lamborghini,488 GTB,2001,USA,new,7.1,656,1042,1456,213,4.4,Diesel,AWD,Automatic,9.0,132,341571,143730,High,4,3,Medium,3267,200,12.741313770323941,11.875698776010811,
Ford,911 Turbo S,1997,Asia,used,7.6,1322,1341,1208,184,2.2,Petrol,AWD,CVT,9.2,260,347249,213447,Low,4,2,High,14244,5000,12.75780026061659,12.271148522266362,Turbo
Ford,DBS,2001,Europe,used,2.1,840,673,2052,189,3.4,Electric,AWD,Automatic,9.8,207,356939,196632,Low,3,2,Medium,10115,100000,12.785322979410006,12.189094326119044,
Aston Martin,488 GTB,2020,Asia,new,6.5,879,598,2473,274,2.7,Petrol,RWD,DCT,6.0,164,386532,66553,Low,3,3,Medium,11149,100000,12.864972524994823,11.105768927201085,
Aston Martin,Huracan,1991,Asia,new,4.5,1085,963,1468,251,2.5,Petrol,FWD,Manual,12.9,175,297398,42371,Low,4,4,Low,6595,1000,12.602829950527756,10.654243045716386,Supercharged
McLaren,GT-R,1998,Asia,new,4.1,241,1745,2084,385,4.2,Diesel,FWD,CVT,8.8,145,176054,76780,High,2,4,Low,13020,20000,12.078551725202333,11.248712492695033,
McLaren,488 GTB,2004,Europe,new,6.0,592,1723,1075,151,3.4,Petrol,AWD,Manual,7.4,334,269942,74036,Low,4,1,Low,6658,20000,12.505966104582313,11.212320247227957,Supercharged
Bugatti,GT-R,1984,Europe,new,3.3,181,189,2211,280,2.8,Electric,RWD,CVT,8.2,213,219714,174258,High,2,2,Low,9901,5000,12.300086530962421,12.068297977217222,Sport
Porsche,720S,2013,Europe,used,1.7,384,624,1872,163,4.6,Diesel,RWD,Manual,11.1,407,132476,84173,Medium,4,4,Low,11611,5000,11.79416432443515,11.340641363946826,Supercharged
Ferrari,M4 Competition,2018,Europe,used,3.0,1311,229,2328,358,5.9,Petrol,AWD,Automatic,12.8,223,181084,98308,Low,3,4,Low,7685,100000,12.106721813273834,11.495870858404038,RS
Ferrari,DBS,1989,Europe,used,2.8,429,1525,1837,248,5.7,Electric,AWD,Manual,6.5,385,78064,52529,High,3,1,Medium,13526,200,11.26529709197562,10.869139713948007,Turbo
Nissan,Corvette Z06,1986,USA,used,1.8,1087,516,2263,217,3.3,Electric,FWD,CVT,10.9,242,286405,172346,Low,1,2,Medium,3768,100000,12.565165663569855,12.057265165353135,
Ferrari,Mustang GT,2016,USA,new,3.7,556,1552,1918,196,3.3,Petrol,FWD,Automatic,9.2,236,207571,32604,High,2,3,High,7953,5000,12.243233546418299,10.392220929827303,RS
Ferrari,DBS,1994,USA,new,4.6,1119,470,2191,243,5.7,Petrol,FWD,CVT,13.6,346,482337,33684,High,2,3,Medium,6802,1000,13.086400392088755,10.42480791339476,Nismo
Porsche,Mustang GT,2021,Asia,new,6.3,436,1677,1117,331,4.8,Diesel,AWD,DCT,14.5,387,401842,84814,Medium,2,2,Low,4236,1000,12.903816744054032,11.348227692929823,
BMW,720S,2003,Asia,used,3.7,228,1644,1712,335,5.7,Electric,FWD,CVT,11.8,171,448478,83606,Low,1,4,Low,1886,1000,13.013617136642294,11.333882527624876,Turbo
McLaren,DBS,2005,Europe,new,2.8,250,1114,1063,339,2.0,Electric,RWD,CVT,10.9,382,404706,247376,High,2,4,High,1362,1000,12.910918627477404,12.418668767763544,
McLaren,Corvette Z06,2005,Europe,salvage,3.1,1183,908,2314,380,2.4,Electric,RWD,Automatic,12.8,141,422909,178306,High,1,3,Low,2538,1000,12.95491466943308,12.091262062755296,
Lamborghini,Mustang GT,2005,USA,used,7.3,359,540,2340,200,6.0,Petrol,AWD,CVT,10.0,363,469888,160992,Low,1,2,High,2757,100000,13.060251775580898,11.989116164760523,V-Spec
Ferrari,911 Turbo S,1989,Europe,new,2.9,780,1700,947,355,6.3,Petrol,AWD,DCT,5.6,320,98358,53239,High,1,4,High,12762,1000,11.496379329544002,10.882565272509048,
Porsche,Huracan,1996,Asia,used,7.2,1407,1041,2117,197,3.7,Petrol,FWD,DCT,12.0,366,145977,35121,Low,1,1,Low,11699,100000,11.89121120440485,10.4665829937358,
McLaren,DBS,1993,Europe,new,4.5,1184,230,1700,304,6.8,Diesel,RWD,Automatic,10.8,342,421437,90421,Low,4,2,Medium,3043,100000,12.951427951891775,11.412242879604195,
Porsche,720S,1981,USA,new,7.6,1315,328,1617,226,3.5,Electric,FWD,DCT,6.5,143,342322,187482,Medium,3,2,Medium,1428,1000,12.74351001478214,12.141443453615464,
Chevrolet,488 GTB,1992,Europe,new,4.2,1309,1582,983,332,6.5,Electric,RWD,Automatic,7.1,388,315590,176015,Medium,2,2,Medium,5600,20000,12.662202350436969,12.078330178979217,
BMW,Corvette Z06,2006,Asia,new,2.7,1476,1321,1512,274,4.1,Petrol,FWD,Manual,7.3,166,380025,192773,Low,3,3,High,2678,5000,12.847994950414586,12.169273797293075,V-Spec
Ferrari,Mustang GT,1988,USA,used,5.1,758,1050,1970,361,4.8,Diesel,AWD,CVT,12.3,410,175871,138024,Low,2,3,Medium,9127,100000,12.077511736701911,11.835190107152245,RS
Lamborghini,Mustang GT,1986,Europe,used,5.4,1344,544,1133,262,5.2,Diesel,RWD,CVT,10.2,368,374409,127413,Low,3,4,High,11597,5000,12.833106732630593,11.755196906192614,
Nissan,Huracan,1989,Asia,new,5.7,1329,447,1861,326,2.7,Diesel,RWD,CVT,5.5,135,164923,4617,Medium,1,4,High,13647,20000,12.013240040710555,8.43771698991444,Nismo
McLaren,Mustang GT,1988,USA,new,4.2,1077,130,2222,301,2.2,Diesel,RWD,CVT,13.4,186,279710,167029,Medium,3,3,Low,7955,5000,12.541512206268001,12.025928715983992,
Chevrolet,GT-R,2001,USA,new,1.9,646,1395,1747,159,4.1,Diesel,FWD,Automatic,11.4,125,338920,226972,High,1,4,Low,14372,20000,12.73352232085685,12.332586346658013,
Porsche,Chiron,2002,Asia,used,5.6,974,975,1046,284,2.8,Petrol,FWD,CVT,12.3,393,368220,243130,High,3,2,Medium,2712,20000,12.816438580375257,12.401355671713572,RS
Aston Martin,GT-R,1986,Europe,new,7.6,962,1378,1095,265,4.7,Petrol,FWD,DCT,14.4,199,26319,237136,High,1,3,Low,10810,200,10.178084385439254,12.37639331217721,
Ford,Mustang GT,1988,Europe,new,7.7,949,373,1805,166,4.3,Petrol,RWD,DCT,7.6,250,255102,195942,High,3,4,Medium,9999,20000,12.449422664154834,12.185579079590855,V-Spec
Ferrari,Corvette Z06,2006,Europe,new,5.4,940,1709,1913,171,2.6,Electric,AWD,Manual,10.9,235,111598,79021,Low,1,3,High,13843,100000,11.622667368315724,11.277481573693176,Track Edition
Ferrari,DBS,2003,USA,new,1.7,891,1621,1945,208,5.3,Diesel,FWD,Automatic,12.6,369,67711,187853,High,2,3,Low,8860,1000,11.123018695777915,12.143420344360717,
Chevrolet,720S,2008,USA,used,2.3,1492,248,2117,193,2.1,Diesel,RWD,Manual,10.1,379,353964,107915,Low,4,3,Medium,919,5000,12.776953317171447,11.589108425702515,
Porsche,488 GTB,1996,Europe,used,6.9,448,1675,1285,160,2.6,Electric,FWD,CVT,9.9,200,56949,73957,Medium,1,3,Low,12873,1000,10.949928968875328,11.211252643491298,
Bugatti,DBS,1999,USA,used,6.9,240,219,1263,191,5.5,Diesel,RWD,DCT,14.3,252,187399,6300,Low,3,2,Low,4476,1000,12.14100064878646,8.748463629942055,
Ferrari,911 Turbo S,1986,USA,used,7.7,936,409,1173,172,4.6,Diesel,RWD,Automatic,7.4,217,262298,98637,High,2,2,High,6404,5000,12.47724035341918,11.499211861882467,
Bugatti,DBS,2022,Asia,used,5.2,1170,1712,2307,267,3.4,Diesel,FWD,DCT,11.5,338,416682,64199,Low,1,4,Low,7677,20000,12.940081019842074,11.069758489678053,
Aston Martin,DBS,2019,Europe,new,7.1,1373,1369,1107,337,2.9,Diesel,RWD,Automatic,14.7,116,212864,58672,Low,3,3,Medium,13316,5000,12.268413440936747,10.979734934070962,
Chevrolet,720S,1986,Europe,new,6.9,616,1268,1174,363,5.2,Diesel,FWD,Manual,7.2,231,244983,80615,Low,4,3,Low,14379,20000,12.408948181271876,11.297452419960237,
Porsche,Huracan,2007,Europe,new,5.4,940,1581,1906,381,3.0,Petrol,RWD,CVT,9.6,350,168903,220839,Low,4,2,High,5341,100000,12.037085785167918,12.30519373639798,RS
Porsche,Mustang GT,1998,USA,used,6.6,1458,1707,1395,211,6.9,Diesel,AWD,Manual,14.8,184,92811,72656,Medium,3,4,High,8830,20000,11.438331220759258,11.193505016731235,
BMW,Huracan,1999,USA,salvage,2.4,646,765,1801,260,6.3,Petrol,AWD,CVT,5.4,311,229074,74026,High,1,2,High,8992,5000,12.341804739833414,11.212185170504172,
Ford,911 Turbo S,2023,USA,new,5.7,1282,784,2462,203,2.7,Petrol,AWD,DCT,11.3,204,477679,93798,Medium,2,3,Medium,3404,20000,13.076696331220873,11.448909473956677,Nismo
McLaren,M4 Competition,2018,Europe,new,7.7,964,1490,2450,231,6.3,Petrol,AWD,Manual,9.0,436,54717,163158,High,3,1,High,14962,1000,10.909948001920872,12.002480464459538,RS
McLaren,488 GTB,2019,USA,new,2.6,753,817,1058,268,3.7,Petrol,FWD,Manual,12.7,198,198814,122374,High,4,4,High,1028,200,12.200130023074495,11.714845379832811,
Nissan,GT-R,1986,Europe,used,6.4,1177,302,1839,258,4.4,Electric,RWD,DCT,8.2,140,417725,114315,High,3,3,Medium,6835,20000,12.942580994178924,11.646721822488452,GT
Lamborghini,488 GTB,1985,USA,used,3.7,1285,470,1359,367,2.7,Petrol,RWD,DCT,8.7,159,242133,154319,Low,3,1,Medium,11214,20000,12.397246570901284,11.946783647579611,Turbo
Chevrolet,Mustang GT,2004,Europe,new,6.8,685,1658,1293,261,2.6,Electric,AWD,DCT,10.2,186,332070,215052,Low,2,3,Medium,4205,100000,12.713104080456501,12.278639788358708,Sport
Aston Martin,488 GTB,2020,Asia,used,6.1,1474,1521,1816,371,6.3,Electric,AWD,Automatic,8.5,142,438882,144060,Medium,2,4,Medium,12330,1000,12.991988141729548,11.877992099971392,RS
Porsche,Chiron,1992,USA,used,7.5,626,827,1842,162,5.1,Petrol,RWD,DCT,7.6,407,69630,246142,Low,3,4,Medium,6850,100000,11.150965149459202,12.413667946837638,
Ford,GT-R,2018,Europe,new,6.2,1017,1608,1338,217,4.3,Diesel,RWD,Automatic,8.6,120,340649,225454,Medium,3,4,Low,14072,20000,12.738610836201813,12.325875861469793,
Bugatti,911 Turbo S,2019,Asia,new,4.2,511,797,2302,256,2.2,Diesel,RWD,DCT,14.1,251,274176,207250,High,2,1,High,606,200,12.521529162212909,12.241685898076371,GT
Chevrolet,Mustang GT,2001,Asia,used,1.7,345,921,1063,176,6.6,Petrol,AWD,Automatic,8.4,221,111196,94850,Low,2,1,Medium,12395,100000,11.619058682017428,11.460062518270156,Track Edition
Nissan,Corvette Z06,1996,USA,new,6.7,885,459,1538,264,3.9,Petrol,RWD,DCT,14.0,271,89496,23402,High,1,3,High,5952,50,11.401960384148081,10.060619498256422,V-Spec
Chevrolet,911 Turbo S,2001,Europe,new,4.2,672,1284,2253,317,4.1,Electric,AWD,Automatic,7.1,310,314501,181879,High,1,4,Low,12526,20000,12.658745714402889,12.111102407938947,
Nissan,Chiron,2013,USA,new,5.9,1045,230,1469,223,3.4,Electric,AWD,CVT,11.7,232,168772,145863,Low,1,2,Low,2361,5000,12.036309895743576,11.89042995971904,Nismo
Porsche,GT-R,1987,Asia,restored,2.3,1164,380,1046,385,6.5,Diesel,AWD,CVT,12.4,399,20014,12967,Low,1,2,Medium,8733,100000,9.904237271426673,9.470240063415512,
Lamborghini,720S,2024,USA,used,7.3,211,1331,1882,241,3.7,Electric,RWD,Manual,6.1,318,273699,106763,Low,3,4,High,7367,20000,12.51978789502877,11.578376070032768,
Nissan,Chiron,1997,Europe,used,4.4,1123,490,1859,234,2.9,Electric,AWD,DCT,10.4,433,385668,125598,High,3,2,High,6454,200,12.862734767619047,11.7408495712011,GT
Porsche,911 Turbo S,2003,Asia,new,7.5,1309,1501,1667,265,4.5,Petrol,FWD,DCT,5.1,164,236489,188287,High,1,2,Low,8822,1000,12.373661202722063,12.145727984521054,
Porsche,Mustang GT,2021,USA,new,6.1,295,1416,1009,224,5.9,Electric,RWD,Automatic,14.3,258,135651,115362,Low,3,4,Low,11860,100000,11.817848061804412,11.655838957728488,
Lamborghini,M4 Competition,1981,USA,used,2.4,337,723,1293,233,3.9,Electric,RWD,Manual,10.2,400,139817,143699,High,2,3,Low,9525,200,11.848096855858392,11.875483072067116,V-Spec
McLaren,Mustang GT,1981,USA,new,5.3,153,568,2484,394,5.3,Electric,RWD,CVT,5.4,213,67859,217051,High,2,1,Medium,7148,200,11.125202038338221,12.287892235151999,
Chevrolet,GT-R,2006,USA,used,7.4,936,1560,2105,377,3.5,Diesel,RWD,Manual,11.8,173,69274,55105,Medium,1,2,Medium,8664,1000,11.14583936973118,10.917013882134562,V-Spec
Ferrari,M4 Competition,1993,USA,new,6.7,1016,980,2496,232,5.6,Petrol,AWD,Automatic,13.9,410,106677,181274,High,3,4,Low,14096,20000,11.577570230463667,12.107770494239793,
Ferrari,Huracan,2018,Asia,used,4.3,820,1531,1342,393,5.3,Diesel,FWD,DCT,12.4,159,349598,249090,High,2,3,High,8129,50,12.764542062347527,12.42557357052932,Nismo
Bugatti,GT-R,1991,Asia,used,7.7,461,1481,1646,287,5.4,Petrol,AWD,Manual,6.3,353,241854,98095,Low,3,4,Medium,5498,5000,12.396093652008895,11.493701870002468,V-Spec
Bugatti,GT-R,2011,Europe,used,3.3,1131,1454,1653,164,5.2,Petrol,FWD,DCT,10.4,342,203267,38804,High,2,3,High,2143,200,12.222280584374381,10.566304383288239,
Ferrari,Chiron,2007,USA,new,4.0,370,1472,1029,386,2.8,Electric,RWD,CVT,12.3,214,30492,178034,Low,3,2,Low,7287,20000,10.325252428057745,12.089735439158716,Sport
Aston Martin,Mustang GT,2007,Europe,used,6.4,965,1190,2326,194,6.4,Diesel,AWD,Automatic,13.0,394,164715,109107,High,2,2,Medium,9893,1000,12.011978057773987,11.600093496355584,Sport
Ferrari,911 Turbo S,2004,Asia,new,3.1,310,775,1404,330,4.9,Diesel,AWD,DCT,5.2,203,137960,223366,Low,2,2,Low,1288,20000,11.834726315502326,12.316571437606619,Track Edition
Bugatti,720S,1983,USA,used,4.9,1446,268,1619,231,3.9,Electric,AWD,Manual,7.8,147,472379,126258,High,2,2,Medium,1740,1000,13.065539025406567,11.746090631725512,
Ford,488 GTB,2005,Europe,new,6.3,1236,469,921,156,2.9,Diesel,FWD,Automatic,13.8,179,141953,91616,High,1,3,High,4988,5000,11.863258340440343,11.425372122962267,
Bugatti,DBS,2015,USA,used,5.7,219,442,1940,307,5.9,Petrol,FWD,CVT,7.6,126,298468,39724,Low,3,4,Low,14511,100000,12.606421353825425,10.589735991404917,
Aston Martin,720S,1982,USA,new,2.6,568,984,1774,227,4.5,Petrol,RWD,Manual,9.7,371,180989,93997,Low,1,3,High,6655,5000,12.106197060102916,11.451028784430045,
Chevrolet,488 GTB,1980,Europe,restored,5.6,672,1263,1730,378,2.7,Petrol,AWD,DCT,12.0,332,219375,35616,High,3,1,High,2859,200,12.298542431596436,10.480578330949756,
Ferrari,Huracan,1996,Asia,used,5.3,322,1124,1533,382,6.6,Electric,RWD,DCT,14.9,353,231218,81699,High,2,1,High,5112,5000,12.351120592334569,11.310809280848094,GT
Lamborghini,911 Turbo S,1986,Europe,new,5.2,617,517,1181,179,2.5,Diesel,FWD,Automatic,9.3,446,178199,197648,Low,4,3,Medium,8626,5000,12.090661794018846,12.194248009263513,
Ford,Mustang GT,1984,Europe,salvage,6.9,741,765,2150,267,4.6,Petrol,RWD,CVT,10.0,236,250221,64901,Low,1,1,High,4048,5000,12.430103802805636,11.080633718858344,
Porsche,Corvette Z06,1998,Europe,new,2.8,1502,1340,2343,304,5.1,Electric,AWD,Manual,10.6,252,327199,176755,Medium,2,3,High,2318,20000,12.69832688371073,12.082525529434426,
Aston Martin,GT-R,2018,USA,salvage,6.4,1242,532,1272,198,7.0,Petrol,AWD,CVT,7.3,443,36942,110484,High,1,2,Medium,2138,200,10.51713146323313,11.612635044119205,
Bugatti,720S,2013,Asia,used,6.5,1084,1582,2224,334,2.7,Petrol,FWD,Manual,8.7,157,424082,127781,High,4,3,Low,1799,5000,12.957684469773621,11.75808096593555,GT
Lamborghini,488 GTB,2014,Asia,salvage,6.2,1276,156,1908,341,5.1,Diesel,FWD,Manual,9.3,319,30135,146480,High,3,2,High,9331,1000,10.313475749371877,11.894651006195652,
Nissan,Corvette Z06,1995,USA,new,4.8,1200,306,1185,250,4.4,Electric,RWD,Automatic,5.2,117,264407,74812,High,3,4,Medium,784,5000,12.48524864368801,11.2227469456531,
McLaren,720S,2019,Asia,new,4.1,275,539,2039,340,3.3,Petrol,AWD,DCT,5.1,189,272273,208185,High,4,4,Low,9962,1000,12.51456419117982,12.246187189866548,
Ferrari,911 Turbo S,2018,Europe,used,4.1,1156,844,2072,325,6.7,Petrol,RWD,DCT,7.2,429,428074,216047,High,4,2,Medium,14022,1000,12.96705369285717,12.283255884200823,Turbo
McLaren,Mustang GT,2006,Asia,salvage,6.3,1467,1603,1303,318,6.0,Electric,FWD,DCT,10.1,276,348268,142923,Low,3,3,Medium,6935,20000,12.76073044866061,11.870068299431116,Nismo
Aston Martin,M4 Competition,2020,USA,new,4.8,456,1253,989,230,5.9,Electric,FWD,CVT,14.6,143,54121,190219,High,4,3,Medium,11860,5000,10.898996036516913,12.155936576036376,
Nissan,720S,2017,Asia,new,3.8,1117,306,2042,179,6.5,Diesel,RWD,Manual,14.7,302,369404,116881,High,2,2,Low,9339,1000,12.819648882118585,11.6689201578456,
Nissan,720S,2004,USA,new,5.6,1234,590,1595,359,5.6,Petrol,AWD,Automatic,11.5,209,249350,84669,High,1,1,Low,3729,20000,12.426616821393337,11.346516626636323,Nismo
Nissan,Mustang GT,2005,Europe,used,7.0,282,1221,1807,152,4.5,Diesel,FWD,CVT,13.3,292,253818,226799,Low,1,3,High,7856,100000,12.444376693556535,12.331823850835734,
Porsche,Huracan,1993,USA,restored,2.0,531,1517,2016,369,4.0,Petrol,RWD,Manual,14.0,436,37973,1029,Low,1,2,High,3823,100000,10.54465699400336,6.937314081223681,
Aston Martin,Chiron,1993,Asia,new,7.8,949,929,1528,186,5.5,Diesel,AWD,Automatic,13.4,227,77402,109772,Low,1,1,High,11605,100000,11.256780818516603,11.606169876179457,Track Edition
Chevrolet,720S,1993,Europe,new,2.2,617,449,1901,179,5.0,Petrol,RWD,Manual,10.4,109,116960,123742,High,1,1,High,7661,50,11.669595824878655,11.725962113174473,Supercharged
McLaren,Mustang GT,2004,Asia,used,4.9,196,1268,1346,203,4.7,Electric,FWD,Automatic,12.0,418,267839,124153,Low,1,2,High,13172,20000,12.498145066283247,11.7292780095071,
Chevrolet,Chiron,2015,USA,new,5.2,218,1459,1211,362,4.9,Diesel,AWD,CVT,5.0,193,93361,138584,Low,3,3,Low,10182,100000,11.444239689181709,11.839239134772955,
Lamborghini,Mustang GT,1983,Europe,used,2.5,1288,1077,2241,262,5.3,Electric,FWD,Manual,11.5,401,187555,102831,Low,3,1,Medium,1514,20000,12.141832746467259,11.540851867611067,
